# Program:featureCounts v2.0.6; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-a" "data/afum_ann.gff" "-o" "feature_counts/control_3/control_3_counts.txt" "star_align/control_3/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star_align/control_3/Aligned.sortedByCoord.out.bam
Afu4g08690	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2251744;2252076;2252677	2252019;2252617;2253021	-;-;-	1163	22
Afu4g10860	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2841372;2841727;2841979;2842377;2842545;2842662;2842805;2843016;2843175	2841656;2841849;2842300;2842488;2842591;2842746;2842911;2843085;2843361	-;-;-;-;-;-;-;-;-	1338	575
Afu1g11140	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2934316;2935162	2935089;2936009	-;-	1622	265
Afu5g11150	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2849174;2849438	2849367;2850017	-;-	774	125
Afu5g07020	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1738498;1739575	1739514;1740843	+;+	2286	3215
Afu5g12970	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3400893;3401172	3401107;3401310	-;-	354	3
Afu2g02500	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	636057;636393;637037	636331;636950;637335	-;-;-	1132	284
Afu1g02800	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	803957;805098;805438;805549;806211	805045;805332;805462;806159;807606	-;-;-;-;-	3356	669
Afu4g06320	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1624724;1624897;1625057	1624786;1624981;1625106	+;+;+	198	375
Afu4g09150	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2390549;2390704;2390892;2391221;2391692;2394353	2390642;2390824;2391082;2391636;2394298;2395826	+;+;+;+;+;+	4903	658
Afu2g08730	Chr2_A_fumigatus_Af293	2242946	2244397	+	1452	103
Afu5g04030	Chr5_A_fumigatus_Af293	1076636	1077523	-	888	1246
Afu4g09910	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2570560;2571919;2572955	2571852;2572901;2573770	+;+;+	3092	1587
Afu4g00770	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	205320;206493	206449;208571	+;+	3209	139
Afu1g01180	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	412395;414073;414347;415425	414019;414273;415337;415891	-;-;-;-	3284	3
Afu7g07090	Chr7_A_fumigatus_Af293	1740047	1741261	-	1215	224
Afu2g05990	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1683648;1683765;1683984;1684405;1687571	1683690;1683909;1684323;1687509;1690695	+;+;+;+;+	6758	2774
Afu8g07040	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1725996;1726322	1726261;1726385	+;+	330	1
Afu7g01760	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	470209;470368	470258;470611	-;-	294	19
Afu6g12180	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3061800;3062568;3062915	3062513;3062861;3064340	+;+;+	2434	2297
Afu1g06790	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1936989;1937728;1938012;1938249;1940802	1937579;1937950;1938187;1940746;1941009	+;+;+;+;+	3696	2710
Afu3g00340	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	71186;71360;71655;72162	71285;71607;72104;72734	+;+;+;+	1371	1775
Afu7g03650	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	780733;780951;781408;781685;781901	780771;781355;781614;781837;782409	+;+;+;+;+	1313	1058
Afu1g05745	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1655236;1655646;1655776	1655594;1655727;1656845	-;-;-	1511	371
Afu4g03830	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1074195;1074381	1074322;1074687	-;-	435	2941
Afu4g00180	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	44794;45341;45497;45792;46954;47562;48266;48601	45284;45438;45738;46903;47486;48216;48545;48695	+;+;+;+;+;+;+;+	3506	10
Afu1g12640	Chr1_A_fumigatus_Af293	3340652	3341677	+	1026	227
Afu8tD(GUC)9	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1409471;1409524	1409507;1409558	+;+	72	0
Afu3g13910	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3690109;3690291;3690503	3690213;3690415;3690554	-;-;-	282	1139
Afu3g08500	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2178681;2179229;2181565;2181854;2182021;2182313	2179176;2181501;2181793;2181947;2182178;2183523	-;-;-;-;-;-	4461	1231
Afu8g05490	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1281375;1282019;1282266;1282612	1281960;1282215;1282533;1283056	-;-;-;-	1496	931
Afu5g14990	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3878797;3879751	3879665;3880632	-;-	1751	77
Afu1g10670	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2787686;2788362;2788947	2788298;2788884;2789250	-;-;-	1440	1038
Afu4g06775	Chr4_A_fumigatus_Af293	1752091	1752177	-	87	30
Afu6g06600	Chr6_A_fumigatus_Af293	1435962	1436429	+	468	78
Afu2g12940	Chr2_A_fumigatus_Af293	3318969	3326174	-	7206	464
Afu3g06320	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1565213;1565632;1565739;1566135	1565560;1565684;1566075;1566647	-;-;-;-	1251	148
Afu3g14830	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3925086;3925399	3925345;3927534	-;-	2396	140
Afu6g10610	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2625814;2626268	2626192;2626707	+;+	819	923
Afu7g00410	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	110877;111088;111716;112038	111034;111668;111985;112516	-;-;-;-	1488	263
Afu5g09360	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2408570;2408685;2409648;2409960;2410365	2408633;2409589;2409905;2410291;2410482	-;-;-;-;-	1677	762
Afu2g10590	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2710117;2711025;2712608;2712750	2710970;2712548;2712689;2713335	-;-;-;-	3046	2841
Afu2g13690	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3559024;3559117;3559231;3559444	3559050;3559128;3559381;3559727	+;+;+;+	474	2619
Afu5g02390	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	614621;614979;615847;616079	614901;615789;616027;617783	+;+;+;+	2978	269
Afu8g05100	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1186684;1187563;1188280	1187361;1188219;1188642	-;-;-	1698	342
Afu8g01960	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	506871;507561	507499;509910	+;+	2979	73
Afu3g07630	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1918714;1919038	1918960;1919637	+;+	847	61
Afu4g10990	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2865140;2866515;2866854	2866449;2866786;2867667	+;+;+	2396	367
Afu2g17080	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4561778;4562306;4562664;4563020;4563472	4562257;4562572;4562939;4563211;4563901	-;-;-;-;-	1645	1128
Afu3g07860	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1979882;1988438;1988574	1988377;1988527;1988669	-;-;-	8682	9520
Afu2g01190	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	278074;278815;279019	278673;278951;280148	-;-;-	1867	950
Afu4g00650	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	174498;175503;177707	175048;176122;177786	-;-;-	1251	0
Afu3g06350	Chr3_A_fumigatus_Af293	1570069	1570344	+	276	112
Afu4g03120	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	877985;878146;878516	878093;878459;879595	+;+;+	1503	547
Afu3g08750	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2238347;2239224;2240941;2241077	2239168;2240791;2240985;2241396	-;-;-;-	2755	1723
Afu5g03070	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	831419;832639	832584;832848	-;-	1376	179
Afu3g11010	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2869663;2869934;2871826;2872033;2872277	2869859;2871770;2871974;2872223;2872656	-;-;-;-;-	2754	192
Afu3g01060	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	244684;244838;244960;245250;245349	244691;244863;245075;245271;245476	+;+;+;+;+	300	36
Afu1g01175	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	411327;411779;411862	411708;411785;412123	-;-;-	651	0
Afu8g00940	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	214596;215208;215422;215983;216110;216186;216410;216524;216655	215150;215368;215925;216054;216133;216360;216461;216600;217018	-;-;-;-;-;-;-;-;-	1984	1137
Afu2g14460	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3783833;3784377;3784794	3784271;3784738;3784853	+;+;+	861	595
Afu1g08980	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2329241;2329469	2329410;2330811	+;+	1513	757
Afu5g06940	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1717459;1717826;1717913;1717987;1718112;1718605;1718710;1718875;1719436;1719580;1719831	1717772;1717856;1717936;1718060;1718550;1718654;1718800;1719394;1719525;1719762;1719922	-;-;-;-;-;-;-;-;-;-;-	1908	39
Afu2g04560	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1249970;1250953	1250899;1251602	-;-	1580	637
Afu2g10330	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2644195;2644360	2644292;2645882	+;+	1621	578
Afu5g09810	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2534074;2534592	2534540;2535923	+;+	1799	162
Afu3g01155	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	271737;272494;273957;274257	272431;273904;274195;274449	-;-;-;-	2538	76
Afu8g07310	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1793275;1793404;1793534;1794189	1793288;1793508;1794126;1794196	-;-;-;-	720	2
Afu5g12110	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3138869;3139761	3139701;3140724	+;+	1797	548
Afu1g10240	Chr1_A_fumigatus_Af293	2634977	2635237	+	261	33
Afu2g14970	Chr2_A_fumigatus_Af293	3943306	3944757	-	1452	4916
Afu1g00970	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	342453;342629;342821;342996;343823;344113	342497;342764;342918;343763;344039;344153	-;-;-;-;-;-	1305	28
Afu1g12260	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3235992;3236638;3237181;3237330	3236574;3237116;3237263;3238142	-;-;-;-	1958	979
Afu2g06280	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1807441;1807850;1808004;1808427	1807782;1807947;1808359;1809087	+;+;+;+	1457	933
Afu5g09480	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2445264;2450397;2450940	2450344;2450883;2451366	-;-;-	5995	775
Afu1g11450	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3016278;3023738	3023576;3025035	-;-	8597	2070
Afu4g11780	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3113750;3114924;3115343;3115484;3115563	3114863;3115253;3115416;3115505;3116239	-;-;-;-;-	2217	13
Afu4g12770	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3349906;3350186;3350278;3350538	3349957;3350198;3350421;3350788	-;-;-;-	460	181
Afu5g02900	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	769794;770020;770753	769950;770663;770829	+;+;+	878	224
Afu2g02440	Chr2_A_fumigatus_Af293	614628	616207	+	1580	1536
Afu5g06640	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1626050;1626715;1627896	1626557;1627576;1628034	-;-;-	1509	0
Afu5g01140	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	287223;287645;287879;288056;288206	287590;287820;287998;288156;288526	-;-;-;-;-	1086	1
Afu7g01580	Chr7_A_fumigatus_Af293	412976	413251	-	276	115
Afu5g02030	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	520484;520793;521143;521459	520692;521044;521390;521754	+;+;+;+	1005	578
Afu3g08265	Chr3_A_fumigatus_Af293	2127585	2128653	-	1069	639
Afu7g02280	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	614988;615351;615450;615595;616407	615286;615396;615530;616350;617100	+;+;+;+;+	1876	498
Afu7g06090	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1496913;1497639	1497587;1498298	-;-	1335	262
Afu1g15220	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4094823;4095151	4095044;4098315	+;+	3387	337
Afu1g06330	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1814063;1819999;1820855	1819938;1820787;1821385	-;-;-	7196	3350
Afu2g14260	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3733331;3734721;3734894;3735342;3735685;3736819;3738302	3734660;3734830;3735285;3735627;3736756;3738246;3739533	+;+;+;+;+;+;+	5850	568
Afu4g00160	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	42990;43262;43951	43223;43893;44062	+;+;+	978	0
Afu7g03720	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	801309;802531;802793	802461;802734;802922	-;-;-	1487	357
Afu5g03220	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	869910;870289;870418	870225;870362;871068	+;+;+	1041	421
Afu2g10960	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2819992;2820390;2820701;2820806;2820952;2821092;2821179;2821330;2821446;2821759	2820321;2820646;2820751;2820899;2821032;2821113;2821260;2821381;2821694;2821837	-;-;-;-;-;-;-;-;-;-	1297	894
Afu5g00495	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	141287;141977;142589;143025;143156;143824	141899;142518;142960;143096;143752;144170	+;+;+;+;+;+	2543	32
Afu4g09010	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2336426;2336721;2336992;2337579;2339019	2336653;2336936;2337095;2338953;2339350	+;+;+;+;+	2255	1445
Afu2g15860	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4188275;4188576;4189654;4190299	4188514;4189292;4190239;4190483	-;-;-;-	1728	140
Afu6g03040	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	632565;633488;633930	633425;633877;635675	+;+;+	2997	223
Afu3g05730	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1398507;1399306;1399419	1399236;1399361;1399883	-;-;-	1251	1180
Afu4g10800	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2822224;2822392;2822785;2822903;2823012;2823120;2823329	2822320;2822710;2822837;2822948;2823032;2823192;2823590	-;-;-;-;-;-;-	871	15364
Afu3g06810	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1696665;1697383	1697295;1698164	+;+	1413	531
Afu4g03321	Chr4_A_fumigatus_Af293	942254	943063	+	810	262
Afu4tI(UAU)1	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	916431;916481	916466;916518	-;-	74	1
Afu7g04050	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	911971;912353;912488	912261;912395;913166	-;-;-	1013	64
Afu8g03960	Chr8_A_fumigatus_Af293	844711	844960	+	250	118
Afu3g06390	Chr3_A_fumigatus_Af293	1575016	1576260	+	1245	226
Afu8g06270	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1492325;1492909	1492854;1493302	+;+	924	45
Afu2g00100	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	11672;11817;12804;13766;14225	11730;12755;13708;14171;14600	-;-;-;-;-	2685	1274
Afu3g14270	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3790469;3790621;3790687;3790795;3791029;3791452	3790555;3790631;3790744;3790976;3791401;3791604	+;+;+;+;+;+	864	86
Afu3g00220	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	44925;45230;45469;45718;45849;46158;46337;46553	45171;45406;45655;45791;46099;46270;46489;46811	-;-;-;-;-;-;-;-	1461	30
Afu5g00870	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	236240;236527	236453;236663	+;+	351	349
Afu2g01980	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	493917;495189	495136;496558	-;-	2590	488
Afu2g10550	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2695140;2696403;2697241;2699099	2696326;2697176;2698630;2699119	-;-;-;-	3372	5989
Afu5g12460	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3228765;3228985	3228928;3230250	-;-	1430	458
Afu2g15820	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4179471;4180499	4180341;4180647	-;-	1020	412
Afu7g03850	Chr7_A_fumigatus_Af293	856740	857858	-	1119	213
Afu5g02320	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	596583;597222	597165;597904	-;-	1266	4470
Afu7g05085	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1200866;1201789;1202062	1201736;1202005;1203076	+;+;+	2103	37
Afu6g08530	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2012066;2013772	2013627;2014414	+;+	2205	863
Afu5g02750	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	719993;720175;720442;720664	720111;720292;720487;720857	-;-;-;-	477	7896
Afu5g09080	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2332342;2332931;2334638	2332840;2334575;2334997	-;-;-	2504	545
Afu3g13760	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3634159;3634682	3634570;3635322	+;+	1053	354
Afu4g13872	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3620560;3621005;3621268;3621343;3621825;3621948;3622433	3620877;3621221;3621292;3621751;3621895;3622413;3623005	+;+;+;+;+;+;+	2079	26
U1-2	Chr4_A_fumigatus_Af293	3283332	3283477	+	146	85
Afu5g02690	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	702770;703890;704031;704223;704544	703835;703980;704165;704482;705415	-;-;-;-;-	2424	418
Afu7g08370	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1898777;1899723	1899269;1899820	-;-	591	12
Afu7g05820	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1425963;1426087	1426018;1427405	+;+	1375	287
Afu4g03040	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	851977;852281;852401;852511;852608	852226;852307;852449;852526;852904	+;+;+;+;+	639	195
Afu2g16860	Chr2_A_fumigatus_Af293	4509762	4511405	-	1644	66
Afu5g09040	Chr5_A_fumigatus_Af293	2326836	2327141	-	306	8
Afu5g00460	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	129099;130082	130031;130723	-;-	1575	1
Afu4g03740	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1046859;1047335;1047637;1047858;1048970	1047274;1047563;1047799;1048919;1050254	+;+;+;+;+	3155	474
Afu2g04810	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1322559;1322733;1323067	1322618;1323020;1323525	-;-;-	807	69
Afu6g13130	Chr6_A_fumigatus_Af293	3319815	3321183	+	1369	307
Afu1g00610	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	195962;196316;196752;197639	196201;196643;197472;198161	+;+;+;+	1812	190
Afu3g15230	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	4004234;4004546;4005887	4004487;4005827;4006212	-;-;-	1862	33
Afu6g03510	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	759084;759252;759330;759524;759602;759977	759208;759282;759467;759551;759916;761190	+;+;+;+;+;+	1851	2195
